"","url","isPhishing","special_chars","at_chars","double_slash_chars","dash_chars","numbers"
"430","http://jrtd.leshengsmart.com","Y",5,0,1,0,0
"431","http://grdr.hone.gen.in","Y",6,0,1,0,0
"432","dioe.d9r3.media","Y",2,0,0,0,2
"433","ccp.kl27.beer","Y",2,0,0,0,2
"434","http://uise1.lpcti.ltd","Y",5,0,1,0,1
"435","onx.nty5.media","Y",2,0,0,0,1
"436","non.vv4r.live","Y",2,0,0,0,1
"437","http://yuvs.nxkfe.us","Y",5,0,1,0,0
"438","http://fimol.flixt.bid","Y",5,0,1,0,0
"439","nioa.e4fg.cash","Y",2,0,0,0,1
"440","http://okr.leshengsmart.com","Y",5,0,1,0,0
"441","http://jrfwe.ohi.gen.in","Y",6,0,1,0,0
"442","oni.nty5.media","Y",2,0,0,0,1
"443","http://bit.ly/3AMYwSN","Y",5,0,1,0,1
"444","iox.ra34.city","Y",2,0,0,0,2
"445","http://uise1.lpcti.ltd","Y",5,0,1,0,1
"446","ioz.nty5.media","Y",2,0,0,0,1
"447","http://asx1.rcloi.gay","Y",5,0,1,0,1
"448","http://gvlo7.opxzs.gay","Y",5,0,1,0,1
"449","http://dkip5.tbkoi.gay","Y",5,0,1,0,1
"450","http://hcwze.nxkfe.us","Y",5,0,1,0,0
"451","http://hgrfg.uiloz.gay","Y",5,0,1,0,0
"452","snz.ze7o.media","Y",2,0,0,0,1
"453","http://mexr.leshengsmart.com","Y",5,0,1,0,0
"454","http://grdr.ung.gen.in","Y",6,0,1,0,0
"455","http://5fxv.nstu.miami","Y",5,0,1,0,1
"456","onb.nty5.media","Y",2,0,0,0,1
"457","oix.d9r3.media","Y",2,0,0,0,2
"458","http://ropi1.eckio.gay","Y",5,0,1,0,1
"459","http://uos1.waiok.gay","Y",5,0,1,0,1
"460","http://k6tf.hsnu.miami","Y",5,0,1,0,1
"461","http://waok1.ikozs.gay","Y",5,0,1,0,1
"462","http://vrtb5.opxzs.gay","Y",5,0,1,0,1
"463","http://tjuy5.rcloi.gay","Y",5,0,1,0,1
"464","http://hrerx.oinr.miami","Y",5,0,1,0,0
"465","http://hget.ponw.miami","Y",5,0,1,0,0
"466","http://koie.lsnm.miami","Y",5,0,1,0,0
"467","http://xlop6.yxlio.gay","Y",5,0,1,0,1
"468","http://nfdwx.soue.miami","Y",5,0,1,0,0
"469","http://zsao3.tbkoi.gay","Y",5,0,1,0,1
"470","http://jras.einb.miami","Y",5,0,1,0,0
"471","http://zsvd.dnow.miami","Y",5,0,1,0,0
"472","http://ofad.nshi.miami","Y",5,0,1,0,0
"473","http://jterc.ontr.miami","Y",5,0,1,0,0
"474","http://zuiw.eibx.miami","Y",5,0,1,0,0
"475","http://kycn.tsbf.miami","Y",5,0,1,0,0
"476","http://nvfwx.zuwk.miami","Y",5,0,1,0,0
"477","http://unbd.xiys.miami","Y",5,0,1,0,0
"478","http://y5df.ontc.miami","Y",5,0,1,0,1
"479","http://ndmrc.usen.miami","Y",5,0,1,0,0
"480","nxx.vs3a.media","Y",2,0,0,0,1
"481","sz.m7uc.media","Y",2,0,0,0,1
"482","ony.io3v.media","Y",2,0,0,0,1
"483","http://sjez.gskw.miami","Y",5,0,1,0,0
"484","http://trswzr.sugy.miami","Y",5,0,1,0,0
"485","http://yysd.bmne.miami","Y",5,0,1,0,0
"486","nxn.vs3a.media","Y",2,0,0,0,1
"487","http://hilo4.ikozs.gay","Y",5,0,1,0,1
"488","http://rci2.yxlio.gay","Y",5,0,1,0,1
"489","http://unbd.xiys.miami","Y",5,0,1,0,0
"490","http://btrp3.opxzs.gay","Y",5,0,1,0,1
"491","http://jtfv.uiloz.gay","Y",5,0,1,0,0
"492","http://kyde.hsnu.miami","Y",5,0,1,0,0
"493","http://fgfv.ontc.miami","Y",5,0,1,0,0
"494","http://fgfv.soue.miami","Y",5,0,1,0,0
"495","http://rtew2.dnow.miami","Y",5,0,1,0,1
"496","http://jsasw.gskw.miami","Y",5,0,1,0,0
"497","http://bre3.waiok.gay","Y",5,0,1,0,1
"498","http://btza2.eckio.gay","Y",5,0,1,0,1
"499","http://hget.oinr.miami","Y",5,0,1,0,0
"500","http://dnrg2.rcloi.gay","Y",5,0,1,0,1
"501","http://dfw.ontr.miami","Y",5,0,1,0,0
"502","http://jhdeq.zuwk.miami","Y",5,0,1,0,0
"503","http://jgyh.nshi.miami","Y",5,0,1,0,0
"504","http://qing4.tbkoi.gay","Y",5,0,1,0,1
"505","http://waok1.ikozs.gay","Y",5,0,1,0,1
"506","http://jtdd.xiys.miami","Y",5,0,1,0,0
"507","http://nfdz.dnow.miami","Y",5,0,1,0,0
"508","http://jtwex.usen.miami","Y",5,0,1,0,0
"509","http://jterc.ontr.miami","Y",5,0,1,0,0
"510","one.io3v.media","Y",2,0,0,0,1
"511","nxb.vs3a.media","Y",2,0,0,0,1
"512","http://h3.bmne.miami","Y",5,0,1,0,1
"513","http://jtfv.uiloz.gay","Y",5,0,1,0,0
"514","http://jtfe3.hsnu.miami","Y",5,0,1,0,1
"515","snz.ze7o.media","Y",2,0,0,0,1
"516","or.m7uc.media","Y",2,0,0,0,1
"517","http://bs.smhkmm.top","Y",5,0,1,0,0
"518","http://bit.ly/2VbvRo4","Y",5,0,1,0,2
"519","http://dzko5.ikozs.gay","Y",5,0,1,0,1
"520","http://kopa3.yxlio.gay","Y",5,0,1,0,1
"521","http://dsage.gskw.miami","Y",5,0,1,0,0
"522","http://sgja.dnow.miami","Y",5,0,1,0,0
"523","http://ktfc.ontc.miami","Y",5,0,1,0,0
"524","http://100w.zuwk.miami","Y",5,0,1,0,3
"525","con.vs3a.media","Y",2,0,0,0,1
"526","http://hcwze.nxkfe.us","Y",5,0,1,0,0
"527","http://hget.oinr.miami","Y",5,0,1,0,0
"528","http://hre2.nshi.miami","Y",5,0,1,0,1
"529","http://yysd.bmne.miami","Y",5,0,1,0,0
"530","ior.nty5.media","Y",2,0,0,0,1
"531","http://he2s.sugy.miami","Y",5,0,1,0,1
"532","http://totoz.eibx.miami","Y",5,0,1,0,0
"533","http://hdc.nmgoe.us","Y",5,0,1,0,0
"534","nnt.y9ro.today","Y",2,0,0,0,1
"535","ccn.y9ro.today","Y",2,0,0,0,1
"536","http://xbvd.nftsout.com","Y",5,0,1,0,0
"537","xm.d9r3.media","Y",2,0,0,0,2
"538","http://htre2.filxt.bid","Y",5,0,1,0,1
"539","http://hgdebs.eovmw.us","Y",5,0,1,0,0
"540","http://hrsdc.nidoc.gen.in","Y",6,0,1,0,0
"541","http://xguo.kimsh.win","Y",5,0,1,0,0
"542","http://sxo2.dconz.ltd","Y",5,0,1,0,1
"543","http://dco5.cioat.win","Y",5,0,1,0,1
"544","http://kyedc.agenqi.com","Y",5,0,1,0,0
"545","http://kyucv.jiguangsiwa.com","Y",5,0,1,0,0
"546","http://fgfv.ontc.miami","Y",5,0,1,0,0
"547","http://kjtde.xiys.miami","Y",5,0,1,0,0
"548","http://jhysx.usen.miami","Y",5,0,1,0,0
"549","http://okgu1.tbkoi.gay","Y",5,0,1,0,1
"550","http://koie.lsnm.miami","Y",5,0,1,0,0
"551","http://a1.bmne.miami","Y",5,0,1,0,1
"552","http://totoz.eibx.miami","Y",5,0,1,0,0
"553","http://sjez.gskw.miami","Y",5,0,1,0,0
"554","http://kycn.tsbf.miami","Y",5,0,1,0,0
"555","www.kakaoibank.com","Y",2,0,0,0,0
"556","http://www.hairsoldkm.pro/z9uw30","Y",6,0,1,0,3
"557","http://bit.ly/39yn72A","Y",5,0,1,0,4
"558","http://han.gl/uUfLH","Y",5,0,1,0,0
"559","http://mjhf.usen.miami","Y",5,0,1,0,0
"560","yaba.nxsr.work","Y",2,0,0,0,0
"561","http://ghdfg.zyfudeng.com","Y",5,0,1,0,0
"562","http://hgfsaq.dnow.miami","Y",5,0,1,0,0
"563","http://easdf.bmne.miami","Y",5,0,1,0,0
"564","http://jydg.gskw.miami","Y",5,0,1,0,0
"565","http://tfew12.sugy.miami","Y",5,0,1,0,2
"566","http://kyfx.xiys.miami","Y",5,0,1,0,0
"567","http://jras.einb.miami","Y",5,0,1,0,0
"568","http;//zuiw.eibx.miami","Y",5,0,1,0,0
"569","http;//koielsnm.miami","Y",4,0,1,0,0
"570","http://jhrex.ontr.miami","Y",5,0,1,0,0
"571","http://mjhf.usen.miami","Y",5,0,1,0,0
"572","http://j6td.ontc.miami","Y",5,0,1,0,1
"573","http://hget.ponw.miami","Y",5,0,1,0,0
"574","http://jyts.zuwk.miami","Y",5,0,1,0,0
"575","ccx.f7vm.green","Y",2,0,0,0,1
"576","xbz.d9r3.media","Y",2,0,0,0,2
"577","ssy.t8tp.green","Y",2,0,0,0,1
"578","http://esao3.ikozs.gay","Y",5,0,1,0,1
"579","ccor.qkb9.green","Y",2,0,0,0,1
"580","oyz.cf9a.green","Y",2,0,0,0,1
"581","nna.v5hj.green","Y",2,0,0,0,1
"582","ns.foz2.work","Y",2,0,0,0,1
"583","http://sdash.gskw.miami","Y",5,0,1,0,0
"584","mx.uqf0.green","Y",2,0,0,0,1
"585","onr.io3v.media","Y",2,0,0,0,1
"586","xxm.kl27.beer","Y",2,0,0,0,2
"587","www.zrr.kr/p2by","Y",3,0,0,0,1
"588","www.zrr.kr/BT69","Y",3,0,0,0,2
"589","xxn.t8tp.green","Y",2,0,0,0,1
"590","https://han.gl/Cpasj","Y",5,0,1,0,0
"591","https://han.gl/MIySt","Y",5,0,1,0,0
"592","mv.uqf0.green","Y",2,0,0,0,1
"593","http://nmex.oksn.miami","Y",5,0,1,0,0
"594","http://4somw.kndo.miami","Y",5,0,1,0,1
"595","http://kolz3.xnkr.miami","Y",5,0,1,0,1
"596","ssx.t8tp.green","Y",2,0,0,0,1
"597","nios.d9r3.media","Y",2,0,0,0,2
"598","iop.me0d.host","Y",2,0,0,0,1
"599","ox.f7vm.green","Y",2,0,0,0,1
"600","mr.uqf0.green","Y",2,0,0,0,1
"601","http://dfnt4.xnkr.miami","Y",5,0,1,0,1
"602","http://hgfddf.kndo.miami","Y",5,0,1,0,0
"603","iozy.ys6d.media","Y",2,0,0,0,1
"604","http://han.gl/holYR","Y",5,0,1,0,0
"605","http://bit.ly/3aITj3E","Y",5,0,1,0,2
"606","onyas.h3v9.ink","Y",2,0,0,0,2
"607","ni12.ul3u.show","Y",2,0,0,0,3
"608","http://ston.dgef.miami","Y",5,0,1,0,0
"609","on18.ys6d.media","Y",2,0,0,0,3
"610","http://yuds1.oiwm.miami","Y",5,0,1,0,1
"611","http://ghr3.ztex.miami","Y",5,0,1,0,1
"612","http://rvol6.rkioz.quest","Y",5,0,1,0,1
"613","http://esao3.ikozs.gay","Y",5,0,1,0,1
"614","http://gtre.sugy.miami","Y",5,0,1,0,0
"615","http://fdwd.nshi.miami","Y",5,0,1,0,0
"616","http://j5df.ontc.miami","Y",5,0,1,0,1
"617","ioc.d9r.media","Y",2,0,0,0,1
"618","http://gfwcb.gskw.miami","Y",5,0,1,0,0
"619","http://yysd.bmne.miami","Y",5,0,1,0,0
"620","http://hrerx.oinr.miami","Y",5,0,1,0,0
"621","http://ahras.dnow.miami","Y",5,0,1,0,0
"622","http://uos1.waiok.gay","Y",5,0,1,0,1
"623","http://bsdcb3.xohe.press","Y",5,0,1,0,1
"624","http://rvol6.rkioz.quest","Y",5,0,1,0,1
"625","http://sxwc1.xnkr.miami","Y",5,0,1,0,1
"626","http://jtdc.kndo.miami","Y",5,0,1,0,0
"627","http://hgde2.hsno.press","Y",5,0,1,0,1
"628","http://nmex.oksn.miami","Y",5,0,1,0,0
"629","http://ogsc3.oiwm.miami","Y",5,0,1,0,1
"630","http://fyn1.ztex.miami","Y",5,0,1,0,1
"631","http://ghsw2.lmwe.press","Y",5,0,1,0,1
"632","http://grgt.nmeo.press","Y",5,0,1,0,0
"633","http://hrcw.nftsout.com","Y",5,0,1,0,0
"634","http://wuki3.lopzr.quest","Y",5,0,1,0,1
"635","bineane.com","Y",1,0,0,0,0
"636","www.kakaobank.cc","Y",2,0,0,0,0
"637","http://fyn1.ztex.miami","Y",5,0,1,0,1
"638","http://nmex.oksn.miami","Y",5,0,1,0,0
"639","http://kjrc.hsno.press","Y",5,0,1,0,0
"640","http://bsdcb3.xohe.press","Y",5,0,1,0,1
"641","http://ghsw2.lmwe.press","Y",5,0,1,0,1
"642","http://wuki3.lopzr.quest","Y",5,0,1,0,1
"643","http://ghr3.ztex.miami","Y",5,0,1,0,1
"644","http://3hecx.kndo.miami","Y",5,0,1,0,1
"645","http://a2dg.oiwm.miami","Y",5,0,1,0,1
"646","http://rvol6.rkioz.quest","Y",5,0,1,0,1
"647","http://ktys.dnow.miami","Y",5,0,1,0,0
"648","bineane.com","Y",1,0,0,0,0
"649","http://kjrc.hsno.press","Y",5,0,1,0,0
"650","bineane.com","Y",1,0,0,0,0
"651","http://ws.cjmskmm.com","Y",5,0,1,0,0
"652","http://2fdgs.kndo.miami","Y",5,0,1,0,1
"653","ne.hwm8.top","Y",2,0,0,0,1
"654","http://ufwx.nmeo.press","Y",5,0,1,0,0
"655","ccna.uveq.space","Y",2,0,0,0,0
"656","bineane.com","Y",1,0,0,0,0
"657","biox.p4wi.media","Y",2,0,0,0,1
"658","http://htdg.tsbf.miami","Y",5,0,1,0,0
"659","on17.ys6d.media","Y",2,0,0,0,3
"660","onr.io3v.media","Y",2,0,0,0,1
"661","cn.p5rp.media","Y",2,0,0,0,1
"662","http://htw1.zrhc.miami","Y",5,0,1,0,1
"663","http://grgt.zbfe.miami","Y",5,0,1,0,0
"664","http://sdzfb.fkopz.agency","Y",5,0,1,0,0
"665","http://hgrcv.lmwe.press","Y",5,0,1,0,0
"666","http://htfer.ontr.miami","Y",5,0,1,0,0
"667","cb.p5rp.media","Y",2,0,0,0,1
"668","http://yr4d.zrhc.miami","Y",5,0,1,0,1
"669","http://grgt.zbfe.miami","Y",5,0,1,0,0
"670","https://han.gl/riKkb","Y",5,0,1,0,0
"671","http://bit.ly/3bhBJUH","Y",5,0,1,0,1
"672","cz.p5rp.media","Y",2,0,0,0,1
"673","http://htw1.zrhc.miami","Y",5,0,1,0,1
"674","http://gfrdc.nsoe.skin","Y",5,0,1,0,0
"675","http://hudcv.novt.casa","Y",5,0,1,0,0
"676","http://pkio1.aetop.hair","Y",5,0,1,0,1
"677","http://tnybd.fkopz.agency","Y",5,0,1,0,0
"678","cc07.s7br.cash","Y",2,0,0,0,3
"679","coaz.y6ix.media","Y",2,0,0,0,1
"680","http://evsrs.fkopz.agency","Y",5,0,1,0,0
"681","http://fdge.zrhc.miami","Y",5,0,1,0,0
"682","http://fdrwx.nsoe.skin","Y",5,0,1,0,0
"683","http://gft.nmeo.press","Y",5,0,1,0,0
"684","http://grgt.zbfe.miami","Y",5,0,1,0,0
"685","http://hjtdwz.ung.gen.in","Y",6,0,1,0,0
"686","http://irgs.einb.miami","Y",5,0,1,0,0
"687","http://jfbec.cxoy.casa","Y",5,0,1,0,0
"688","http://kjrc.hsno.press","Y",5,0,1,0,0
"689","http://kyedc.agenqi.com","Y",5,0,1,0,0
"690","http://okr.flixt.bid","Y",5,0,1,0,0
"691","http://pkio1.aetop.hair","Y",5,0,1,0,1
"692","nna.qd9m.cash","Y",2,0,0,0,1
"693","bit.ly/3yVGET3","Y",2,0,0,0,2
"694","http://pldth.fkopz.agency","Y",5,0,1,0,0
"695","http://ge2a.gskw.miami","Y",5,0,1,0,1
"696","http://ogsc3.oiwm.miami","Y",5,0,1,0,1
"697","http://nfdwx.soue.miami","Y",5,0,1,0,0
"698","cc08.s7br.cash","Y",2,0,0,0,3
"699","nnx.qd9m.cash","Y",2,0,0,0,1
"700","http://bit.ly/3pIgX5K","Y",5,0,1,0,2
"701","http://dbtik.fkopz.agency","Y",5,0,1,0,0
"702","ckiop.josys.wiki","Y",2,0,0,0,0
"703","cc04.s7br.cash","Y",2,0,0,0,3
"704","by04.z8oq.pet","Y",2,0,0,0,3
"705","http://htw1.zrhc.miami","Y",5,0,1,0,1
"706","http://jtde2.zbfe.miami","Y",5,0,1,0,1
"707","ccx.qd9m.cash","Y",2,0,0,0,1
"708","https://url.vet/avf48","Y",5,0,1,0,2
"709","xxb6.ptd3.pet","Y",2,0,0,0,2
"710","cce.ef4l.cash","Y",2,0,0,0,1
"711","http://hudcv.novt.casa","Y",5,0,1,0,0
"712","http://fdrwx.nsoe.skin","Y",5,0,1,0,0
"713","http://evsrs.fkopz.agency","Y",5,0,1,0,0
"714","http://fgedd.xnhs.hair","Y",5,0,1,0,0
"715","http://y5df.ontc.miami","Y",5,0,1,0,1
"716","http://ktys.dnow.miami","Y",5,0,1,0,0
"717","http://fgedd.xnhs.hair","Y",5,0,1,0,0
"718","vvd.kbsdkoim.top","Y",2,0,0,0,0
"719","xxba.ptd3.pet","Y",2,0,0,0,1
"720","http://xs.cjsmskk.com","Y",5,0,1,0,0
"721","http://han.gl/RVseX","Y",5,0,1,0,0
"722","https://bit.ly/3SYfEvx","Y",5,0,1,0,1
"723","nn17.oi3q.pet","Y",2,0,0,0,3
"724","miob.i6uy.pet","Y",2,0,0,0,1
"725","coy04.ct9i.pet","Y",2,0,0,0,3
"726","http://dbtgv.umdv.hair","Y",5,0,1,0,0
"727","ssix.gt6o.pet","Y",2,0,0,0,1
"728","http://hghgf.oeic.hair","Y",5,0,1,0,0
"729","http://jkrc.oeic.hair","Y",5,0,1,0,0
"730","http://jfrdvs.umdv.hair","Y",5,0,1,0,0
"731","ccm.qd9m.cash","Y",2,0,0,0,1
"732","cc03.it6u.media","Y",2,0,0,0,3
"733","http://jhgf3.znie.agency","Y",5,0,1,0,1
"734","http://hgefb3.xnud.uno","Y",5,0,1,0,1
"735","http://hjgde.zoeu.uno","Y",5,0,1,0,0
"736","http://jdwxvw.nson.skin","Y",5,0,1,0,0
"737","http://jhgr3.tinx.quest","Y",5,0,1,0,1
"738","http://gjrex.sorw.quest","Y",5,0,1,0,0
"739","http://uolz9.ption.beauty","Y",5,0,1,0,1
"740","xxbz.ptd3.pet","Y",2,0,0,0,1
"741","http://tbopf.suzit.uno","Y",5,0,1,0,0
"742","http://jfrdvs.umdv.hair","Y",5,0,1,0,0
"743","http://jexgr.xnud.uno","Y",5,0,1,0,0
"744","http://jyfvs.zoeu.uno","Y",5,0,1,0,0
"745","http://vxfe.znie.agency","Y",5,0,1,0,0
"746","http://hgefb3.xnud.uno","Y",5,0,1,0,1
"747","http://yufsv3.zoeu.uno","Y",5,0,1,0,1
"748","http://bit.ly/3PqapT4","Y",5,0,1,0,2
"749","http://han.gl/MCjZz","Y",5,0,1,0,0
"750","http://gdfex.nsht.skin","Y",5,0,1,0,0
"751","http://jkrc.oeic.hair","Y",5,0,1,0,0
"752","http://gydfd.nson.skin","Y",5,0,1,0,0
"753","http://jfrdvs.umdv.hair","Y",5,0,1,0,0
"754","http://jfsdc.zoeu.uno","Y",5,0,1,0,0
"755","http://hgefb3.xnud.uno","Y",5,0,1,0,1
"756","http://vxfe.znie.agency","Y",5,0,1,0,0
"757","http://jhgr3.tinx.quest","Y",5,0,1,0,1
"758","http://gjrex.sorw.quest","Y",5,0,1,0,0
"759","http://wuzlp.dxtzc.com","Y",5,0,1,0,0
"760","http://hioz2.ption.beauty","Y",5,0,1,0,1
"761","http://hfdg.okdu.casa","Y",5,0,1,0,0
"762","ccb.qd9m.cash","Y",2,0,0,0,1
"763","http://azhye.umdv.hair","Y",5,0,1,0,0
"764","http://hjkfdc.tinx.quest","Y",5,0,1,0,0
"765","http://kfsjf.sorw.quest","Y",5,0,1,0,0
"766","http://sgvec.xnhs.hair","Y",5,0,1,0,0
"767","http://sewf1.sugy.miami","Y",5,0,1,0,1
"768","http://jtdexv.ohi.gen.in","Y",6,0,1,0,0
"769","http://gydfd.nson.skin","Y",5,0,1,0,0
"770","http://gfdg.bcyj.casa","Y",5,0,1,0,0
"771","http://dg.okdu.casa","Y",5,0,1,0,0
"772","http://hjfw.nxkfe.us","Y",5,0,1,0,0
"773","http://kolz3.xnkr.miami","Y",5,0,1,0,1
"774","http://okgu1.tbkoi.gay","Y",5,0,1,0,1
"775","http://hfdg.okdu.casa","Y",5,0,1,0,0
"776","http://herw.xnud.uno","Y",5,0,1,0,0
"777","http://yufsv3.zoeu.uno","Y",5,0,1,0,1
"778","http://hjkfdc.tinx.quest","Y",5,0,1,0,0
"779","http://hjfffe3.sorw.quest","Y",5,0,1,0,1
"780","http://xlop6.yxlio.gay","Y",5,0,1,0,1
"781","http://tjuy5.rcloi.gay","Y",5,0,1,0,1
"782","http://gfdg.bcyj.casa","Y",5,0,1,0,0
"783","http://bit.ly/3Ht5XzQ","Y",5,0,1,0,2
"784","http://bit.ly/3ocSpQ9","Y",5,0,1,0,2
"785","http://han.gl/MCjZz","Y",5,0,1,0,0
"786","http://bit.ly/3ICCuUJ","Y",5,0,1,0,1
"787","http://god.cjthemarks.top/sgfk","Y",6,0,1,0,0
"788","http://gfdg.bcyj.casa","Y",5,0,1,0,0
"789","ion15.a2wi.pet","Y",2,0,0,0,3
"790","http://ac04.ty2t.pet","Y",5,0,1,0,3
"791","http://m13.d9sw.pet","Y",5,0,1,0,3
"792","http://hjkfdc.tinx.quest","Y",5,0,1,0,0
"793","http://kyde.hsnu.miami","Y",5,0,1,0,0
"794","http://c021.rid1.pet","Y",5,0,1,0,4
"795","http://ac05.ty2t.pet","Y",5,0,1,0,3
"796","http://m19.d9sw.pet","Y",5,0,1,0,3
"797","http://twcvx.umdv.hair","Y",5,0,1,0,0
"798","ccr.ef4l.cash","Y",2,0,0,0,1
"799","http://ap12.ty2t.pet","Y",5,0,1,0,3
"800","http://jexgr.xnud.uno","Y",5,0,1,0,0
"801","http://hget.ponw.miami","Y",5,0,1,0,0
"802","http://gfrwz.noex.skin","Y",5,0,1,0,0
"803","http://hudcv.novt.casa","Y",5,0,1,0,0
"804","http://hdxv.zisu.skin","Y",5,0,1,0,0
"805","http://uio2.fkopz.agency","Y",5,0,1,0,1
"806","http://avnf.xnhs.hair","Y",5,0,1,0,0
"807","http://twcvx.umdv.hair","Y",5,0,1,0,0
"808","http://mfsdcv.newu.hair","Y",5,0,1,0,0
"809","http://bcxsg.oeic.hair","Y",5,0,1,0,0
"810","ssz.tq1y.media","Y",2,0,0,0,1
"811","http://jdwxvw.nson.skin","Y",5,0,1,0,0
"812","http://fvoy1.fkopz.agency","Y",5,0,1,0,1
"813","xxn.tq1y.media","Y",2,0,0,0,1
"814","http://n07.wsc7.pet","Y",5,0,1,0,3
"815","http://ucsc.krsx.gay","Y",5,0,1,0,0
"816","http://gdfex.nsht.skin","Y",5,0,1,0,0
"817","http://gydfd.nson.skin","Y",5,0,1,0,0
"818","http://jfsdc.zoeu.uno","Y",5,0,1,0,0
"819","http://jexgr.xnud.uno","Y",5,0,1,0,0
"820","http://dggd.poie.agency","Y",5,0,1,0,0
"821","http://hgsfhrx.tinx.quest","Y",5,0,1,0,0
"822","http://m19.f80v.pet","Y",5,0,1,0,4
"823","http://n09.wsc7.pet","Y",5,0,1,0,3
"824","nn09.fdx6.cash","Y",2,0,0,0,3
"825","http://s14.ty2t.pet","Y",5,0,1,0,3
"826","http://dbtgv.umdv.hair","Y",5,0,1,0,0
"827","ftsew.otaez.today","Y",2,0,0,0,0
"828","http://fggdf.onsh.casa","Y",5,0,1,0,0
"829","https://me2.kr/t3vmq","Y",5,0,1,0,2
"830","http://hghgf.oeic.hair","Y",5,0,1,0,0
"831","http://m05.d9sw.pet","Y",5,0,1,0,3
"832","https://bit.ly/3g1ysem","Y",5,0,1,0,2
"833","http://dggd.poie.agency","Y",5,0,1,0,0
"834","http://hrf.xiys.miami","Y",5,0,1,0,0
